text,labels
She denies tobacco and alcohol abuse .,O O O O O O O 
She is a professional bowler .,O O O O O O 
She lives alone though her family is in the area .,O O O O O O O O O O O 
FAMILY HISTORY :,O O O 
Breast cancer in multiple female relatives .,B-PR I-PR O O O O O 
PHYSICAL EXAMINATION :,O O O 
"At the time of presentation , temperature 100.8 , heart rate 89 , blood pressure 106 systolic , respiratory rate 18 , oxygen saturation 97 percent in room air .",O O O O O O B-TE O O B-TE I-TE O O B-TE I-TE O B-TE O B-TE I-TE O O B-TE I-TE O O O O O O 
Physical examination is read off the admitting note from the Intensive Care Unit team and is not reflective of the examination by this dictator .,B-TE I-TE O O O O O O O O O O O O O O O O O B-TE I-TE O O O O 
"General - The patient appears stated age , found lying flat in bed , in no acute distress .",O O O O O O O O O O O O O O O O B-PR I-PR O 
"Head , eyes , ears , nose and throat - Sclera anicteric , conjunctiva injected , the pupils are equal , round and reactive to light and accommodation , the mucous membranes are dry , oropharynx clear .",O O O O O O O O O O B-PR I-PR O B-PR I-PR O O O O O O O O O O O O O O O O O O B-PR O O O O 
"Neck - No jugular venous distention , no lymphadenopathy .",O O O B-PR I-PR I-PR O O B-PR O 
"Cardiac regular rate and rhythm , normal S1 and S2 , I/VI holosystolic murmur at the apex .",O O B-TE O B-TE O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR O 
Chest clear to percussion and auscultation .,O O O B-TE O B-TE O 
"Abdomen is soft , nontender , nondistended , no hepatosplenomegaly .",O O O O B-PR O B-PR O O B-PR O 
"Extremities - No calf tenderness , no edema .",O O O B-PR I-PR O O B-PR O 
"Neurologically , mental status examination is normal .",O O B-TE I-TE I-TE O O O 
Cranial nerves II through XII are intact .,B-TE I-TE I-TE I-TE I-TE O O O 
LABORATORY DATA :,O O O 
"On admission , chest x-ray with no acute cardiopulmonary process .",O O O B-TE I-TE O O B-PR I-PR I-PR O 
"Electrocardiogram notable for sinus tachycardia with a rate of 104 beats per minute , normal axis , normal intervals , new T wave inversion in III and old T wave inversions in aVL and V1 .",B-TE O O B-PR I-PR O B-TE I-TE O O O O O O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O 
This was not significantly changed from comparison with 2016-03-17 .,O O O O O O O O O O 
"On admission , white blood cell count 7.3 , 73 percent neutrophils , 15 percent bands , 6 percent lymphocytes , hematocrit 30.4 , platelet count 228,000 .",O O O B-TE I-TE I-TE I-TE O O O O B-TE O O O B-TE O O O B-TE O B-TE O O B-TE I-TE O O 
"Sodium 136 , potassium 3.5 , chloride 98 , bicarbonate 23 , blood urea nitrogen 16 , creatinine 0.8 , glucose 142 .",B-TE O O B-TE O O B-TE O O B-TE O O B-TE I-TE I-TE O O B-TE O O B-TE O O 
HOSPITAL COURSE :,O O O 
"This is an 80 year old female with a history of Stage I breast cancer , hypertension , hyperlipidemia , who presents with a leukocytosis/bandemia , hypotension in the setting of dehydration and influenza .",O O O O O O O O O O O B-PR I-PR I-PR I-PR O B-PR O B-PR O O O O B-PR I-PR O B-PR O O O O B-PR O B-PR O 
"After a short Medical Intensive Care Unit course where she remained hemodynamically stable , she was transferred to the floor .",O O O O O O O O O O O O O O O O O O O O O 
Gerardi problem list is as follows :,O O O O O O O 
Hypotension - This was likely secondary to volume depletion in the setting of a diarrheal and viral respiratory syndrome .,B-PR O O O O O O B-PR I-PR O O O O B-PR I-PR I-PR I-PR I-PR I-PR O 
Her blood pressure was stable after three liters of normal saline .,B-TE I-TE I-TE O O O B-TR I-TR I-TR I-TR I-TR O 
She was clinically euvolemic after that .,O O O O O O O 
She did receive two units of packed red blood cells .,O O O B-TR I-TR I-TR I-TR I-TR I-TR I-TR O 
There is no evidence of gastrointestinal bleed or adrenal insufficiency during the course of her evaluation .,O O O O O B-PR I-PR O B-PR I-PR O O O O B-TE I-TE O 
Her antihypertensives were initially held and reinstated upon discharge .,B-TR I-TR O O O O O O O O 
"Influenza A - DFA confirmed , the viral cultures were pending at the time of discharge .",B-PR I-PR O B-TE O O B-TE I-TE I-TE O O O O O O O O 
"The initial bandemia would not have been consistent with a typical influenza presentation , so she was continued on a fourteen day course of Levaquin to eliminate any possibility of a bacterial superinfection or early pneumonia .",B-PR I-PR I-PR O O O O O O B-PR I-PR I-PR I-PR O O O O O O O O O O O B-TR O O O O O B-PR I-PR I-PR O B-PR I-PR O 
Loose bowel movements - This problem was resolved and had been a viral syndrome on presentation .,B-PR I-PR I-PR O O O O O O O O B-PR I-PR I-PR O O O 
There was no evidence of diarrhea during medical Lawrence Memorial Hospital stay .,O O O O O B-PR O O O O O O O 
Anemia - This is a chronic problem .,B-PR O O O B-PR I-PR I-PR O 
She has known iron deficiency .,O O B-PR I-PR I-PR O 
There was no evidence of bleeding .,O O O B-PR I-PR I-PR O 
She was guaiac negative and the Hemophilus panel was negative .,O O B-TE O O B-TE I-TE I-TE O O O 
She was reinstated on iron at discharge and her hematocrit was stable .,O O O O B-TR O O O B-TE I-TE O O O 
Hypothyroid - She was continued on her Synthroid .,B-PR O O O O O B-TR I-TR O 
Osteopenia - She was continued on Evista .,B-PR O O O O O B-TR O 
"Fluids , electrolytes and nutrition - She was tolerating a house diet upon discharge .",B-TR O B-TR O B-TR O O O O O O O O O O 
FOLLOW UP :,O O O 
She is a patient of Dr. James Deighan and will follow-up with her in one to two weeks .,O O O O O O O O O O O O O O O O O O O 
MEDICATIONS ON DISCHARGE :,O O O O 
1. Evista 60 mg p.o. daily .,O B-TR O O O O O 
2. Tamoxifen 20 mg p.o. daily .,O B-TR O O O O O 
3. Lisinopril 5 mg p.o. daily .,O B-TR O O O O O 
4. Triamterene/Hydrochlorothiazide 37.5/25 mg p.o. daily .,O B-TR O O O O O 
5. Enteric Coated Aspirin 325 mg p.o. daily .,O B-TR I-TR I-TR O O O O O 
6. Meclizine 25 mg q8hours p.r.n.,O B-TR O O O O 
"7. Aggrenox twice a day , the dose was not known .",O B-TR O O O O O O O O O O 
8. Synthroid 125 mcg daily .,O B-TR O O O O 
9. Levofloxacin 250 mg p.o. daily to complete a fourteen day course .,O B-TR O O O O O O O O O O O 
She was given a prescription for ten more days .,O O O O O O O O O O 
DISCHARGE DIAGNOSES :,O O O 
Influenza A .,B-PR I-PR O 
Hypotension secondary to volume depletion .,B-PR O O B-PR I-PR O 
Anemia .,B-PR O 
Hypothyroidism .,B-PR O 
CONDITION ON DISCHARGE :,O O O O 
The patient was breathing comfortably in room air .,O O O O O O O O O 
She was normotensive and her hematocrit was stable at her baseline upon discharge .,O O O O B-TE I-TE O O O O O O O O 
"Linette Randall , Mississippi 82499",O O O O O 
"Dictated By : Jason L Parra , M.D.",O O O O O O O O 
MEDQUIST36,O 
D :,O O 
2016-12-28 16:25,O O 
T :,O O 
2016-12-28 20:11,O O 
Job # :,O O O 
74466,O 
Signed electronically by : DR. Wanda PARKS on : Yesenia 2017-01-10 6:50 PM,O O O O O O O O O O O O O 
( End of Report ),O O O O O 
6544894,O 
NVH ,O 
65104826,O 
1/2/2004 12:00:00 AM ,O O O 
"VT s/p cardiac cath , stent and amp ; amio loading ",B-PR O B-TE I-TE O B-TR O O O B-TR I-TR 
DIS ,O 
Admission Date : ,O O O 
01/02/2004 ,O 
Report Status : ,O O O 
Discharge Date : ,O O O 
01/07/2004 ,O 
****** DISCHARGE ORDERS ****** ,O O O O 
"NERSLET , BERISS 665-07-74-6Q06 ",O O O O 
Room : ,O O 
89H-593 ,O 
Service : ,O O 
CAR ,O 
DISCHARGE PATIENT ON : ,O O O O 
01/07/04 AT 02:00 PM ,O O O O 
CONTINGENT UPON Not Applicable ,O O O O 
WILL D / C ORDER BE USED AS THE D / C SUMMARY : ,O O O O O O O O O O O O O O 
YES ,O 
Attending : ,O O 
"MOST , ANNETIFF SIAYUDE , M.D. ",O O O O O O 
DISPOSITION : ,O O 
Home ,O 
DISCHARGE MEDICATIONS : ,O O O 
AMIODARONE 400 MG PO BID Starting Today ( 01/06 ) ,B-TR O O O O O O O O O 
Instructions : ,O O 
For 7 days ,O O O 
Alert overridden : ,O O O 
"Override added on 01/03/04 by TIKNEAV , JEFFCI SUOT A. , M.D. ",O O O O O O O O O O O O 
SERIOUS INTERACTION : ,B-PR I-PR O 
DIGOXIN and AMIODARONE HCL ,B-TR O B-TR I-TR 
Reason for override : ,O O O O 
ok ENTERIC COATED ASA ( ASPIRIN ENTERIC COATED ) 325 MG PO QD DIGOXIN 0.0625 MG PO QD ,O B-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR O O O O B-TR O O O O 
Override Notice : ,O O O 
"Override added on 01/03/04 by TIKNEAV , JEFFCI SUOT A. , M.D. on order for AMIODARONE PO ( ref # 23731718 ) ",O O O O O O O O O O O O O O O B-TR I-TR O O O O O 
SERIOUS INTERACTION : ,B-PR I-PR O 
DIGOXIN and AMIODARONE HCL ,B-TR O B-TR I-TR 
Reason for override : ,O O O O 
ok ,O 
Previous override information : ,O O O O 
"Override added on 01/02/04 by KOTESLENT , ANT ODEWYJU , M.D. on order for AMIODARONE IV 1 ( ref # 45803793 ) ",O O O O O O O O O O O O O O B-TR I-TR O O O O O O 
SERIOUS INTERACTION : ,B-PR I-PR O 
DIGOXIN and AMIODARONE HCL ,B-TR O B-TR I-TR 
Reason for override : ,O O O O 
will follow ,O O 
Previous override information : ,O O O O 
"Override added on 01/02/04 by KOTESLENT , ANT ODEWYJU , M.D. ",O O O O O O O O O O O 
SERIOUS INTERACTION : ,B-PR I-PR O 
AMIODARONE HCL and DIGOXIN ,B-TR I-TR O B-TR 
Reason for override : ,O O O O 
will follow ,O O 
MVI THERAPEUTIC W / MINERALS ( THERAP VITS / MINERALS ) 1 TAB PO QD ,B-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR O O O O 
Override Notice : ,O O O 
"Override added on 01/02/04 by KOTESLENT , ANT ODEWYJU , M.D. on order for ZOCOR PO ( ref # 71920299 ) ",O O O O O O O O O O O O O O B-TR I-TR O O O O O 
POTENTIALLY SERIOUS INTERACTION : ,O O O O 
"NIACIN , VIT . ",B-TR O O O 
B-3 and SIMVASTATIN ,O O B-TR 
Reason for override : ,O O O O 
wil follow ,O O 
ZOCOR ( SIMVASTATIN ) 40 MG PO QHS ,B-TR I-TR I-TR I-TR O O O O 
Food / Drug Interaction Instruction ,O O O O O 
Avoid grapefruit unless MD instructs otherwise . ,O O O O O O O 
Alert overridden : ,O O O 
"Override added on 01/02/04 by KOTESLENT , ANT ODEWYJU , M.D. ",O O O O O O O O O O O 
POTENTIALLY SERIOUS INTERACTION : ,O B-PR I-PR O 
"NIACIN , VIT . ",B-TR O O O 
B-3 and SIMVASTATIN ,O O B-TR 
Reason for override : ,O O O O 
wil follow ,O O 
TOPROL XL ( METOPROLOL ( SUST. REL. ) ) 100 MG PO QD ,B-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR I-TR O O O O 
Food / Drug Interaction Instruction ,O O O O O 
Take consistently with meals or on empty stomach . ,O O O O O O O O O 
Number of Doses Required ( approximate ) : ,O O O O O O O O 
5 PLAVIX ( CLOPIDOGREL ) 75 MG PO QD Starting Today ( 01/06 ) KEFLEX ( CEPHALEXIN ) 500 MG PO QID X 40 doses AMIODARONE 400 MG PO QD ,B-TR I-TR I-TR I-TR I-TR O O O O O O O O O B-TR I-TR I-TR I-TR O O O O O O O B-TR O O O O 
Instructions : ,O O 
After 7 days ,O O O 
Alert overridden : ,O O O 
Override added on 01/07/04 by: ,O O O O O 
SERIOUS INTERACTION : ,B-PR I-PR O 
DIGOXIN and AMIODARONE HCL ,B-TR O B-TR I-TR 
Reason for override : ,O O O O 
ok ,O 
DIET : ,O O 
House / Low chol / low sat. fat ,O O O O O O O O 
ACTIVITY : ,O O 
Walking as tolerated FOLLOW UP APPOINTMENT ( S ) : ,O O O O O O O O O O 
"Dr. Levels ( Electrophysiology ) 4 weeks , PCP 1-2 weeks , ",O O O O O O O O O O O O 
ALLERGY : ,O O 
NKA ,B-PR 
ADMIT DIAGNOSIS : ,O O O 
"PRINCIPAL DISCHARGE DIAGNOSIS ; Responsible After Study for Causing Admission ) VT s / p cardiac cath , stent and amio loading ",O O O O O O O O O O O B-PR O O O B-TE I-TE O B-TR O B-TR I-TR 
"OTHER DIAGNOSIS ; Conditions , Infections , Complications , affecting Treatment / Stay VT , CAD s / p MI ischemic cardiomyopathy bilateral knee replacement ",O O O O O O O O O O O O O B-PR O B-PR O O O B-PR B-PR I-PR B-TR I-TR I-TR 
OPERATIONS AND PROCEDURES : ,O O O O 
OTHER TREATMENTS / PROCEDURES ( NOT IN O.R. ) ,O O O O O O O O O 
Cardiac Cath 1/6/0004 ,B-TE I-TE O 
BRIEF RESUME OF HOSPITAL COURSE : ,O O O O O O 
"78 M w/ longstanding CAD s / p CABG '97 , had PPM and AICD placed in '02 after admitted for presyncope and found to have inducible VT . ",O O O B-PR I-PR O O O B-TR O O O B-TR O B-TR O O O O O O B-PR O O O O B-PR I-PR O 
in USOH until this am when felt LH and then ICD discharge . ,O O O O O O O B-PR O O B-TR I-TR O 
Subsequent 4 ICD discharges at rest . ,O B-TR I-TR I-TR O O O 
"Denies change in ET , chest pain , SOB . ",O B-PR I-PR I-PR O B-PR I-PR O B-PR O 
"Went to OSH c further ICD shocks , VT on monitor but stable VS . ",O O O O B-TR I-TR I-TR O B-PR O B-TE O O O O 
"Given amio bolu , started on gtt and transferred to NVH for further evaluation . ",O B-TR I-TR O O O B-TR O O O O O B-TE I-TE O 
"Exam remarkable for b / l carotid bruits , soft murmur at L sternal border , clear chest , 1+ b / l edema . ",B-TE O O B-PR I-PR I-PR I-PR I-PR O B-PR I-PR I-PR I-PR I-PR I-PR O O O O B-PR I-PR I-PR I-PR I-PR O 
Labs at OSH c Cr : ,B-TE O O O B-TE O 
"1.9 , ",O O 
Hct : ,B-TE O 
"39.1 , ",O O 
gluc : ,B-TE O 
"214 , ",O O 
CK : ,B-TE O 
"130 , ",O O 
MB : ,B-TE O 
2.6. ,O 
ECG is AV paced but prior shower R on T VPB c monomorphic VT then overdrive paced . ,B-TE O O O O O B-PR I-PR I-PR I-PR I-PR O B-PR I-PR O O O O 
**** Course ,O O 
"1) CV ( R ) finished amio IV load then started on po , agressive lytes ; although interrogation showed >100 episodes of VT ( as / x ) , pt prefers med therapy as opposed to ablation ( I ) enzymes mildly elevated but not actively ischemic ; lipids , ASA , statin , BB ; Adenosine thal 1/4 and echo 1/4 to look for signs of ischemia as active cause for VT ( P ) JVP at angle of jaw 1/4 --> giving 20 Lasix ; dig level 1/4 1.3 --> 1/2 dose as on Amio ",O O O O O O B-TR I-TR I-TR O O O O O B-TR I-TR O O B-TE O O O O B-PR O O O O O O O O B-TR I-TR O O O B-TR O O O B-TE B-PR I-PR O O B-PR I-PR O B-TE O B-TR O B-TR O B-TR O B-TE I-TE O O B-TE O O O O O O B-PR O O O O B-PR O O O B-TE O O O O O O O B-TR I-TR O B-TE I-TE O O O O O O O B-TR 
2) Endo : ,O O O 
elevated glu on admit BMP and FSG also concurring --> follow and Lispro ; will probably need w / u as outpt ,B-PR I-PR O O B-TE O B-TE O O O O O B-TR O O O O B-TE I-TE I-TE O O 
3) Pulm : ,O O O 
baseline PFTs as staring amio ,B-TE I-TE O O B-TR 
4) GI : ,O O O 
baseline LFTs wnl ; taking cardiac / ADA diet as glu remains elevated ,B-TE I-TE O O O B-TR I-TR I-TR I-TR O B-TE O B-PR 
5) Renal : ,O O O 
baseline CRI ( 1.2-1.6 ) with elevation at admission probably prerenal ; will monitor BUN / Cr after giving Lasix ,B-TE I-TE O O O O B-PR O O O O O O O B-TE O B-TE O O B-TR 
6) Proph : ,O O O 
PPI and pneumoboots ,B-TR O B-TR 
HOSPITAL COURSE and OUTCOME : ,O O O O O 
The patient was admitted to the cardiology service and commenced amiodarone loading . ,O O O O O O O O O O B-TR I-TR O 
Adenosine stress MIBI revealed a small reversible defect in the PDA territory and the patient underwent coronary catheterisation on 1/6/0004 which revealed a 70% lesion in the SVG to PDA -> cypher stented successfully . ,B-TE I-TE I-TE O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O O O O B-TE I-TE O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O B-TR I-TR O O 
He had occasional ventricular extopyon telemetry but no further recurrence of ventricular tachycardia . ,O O B-PR I-PR I-PR B-TE O O B-PR I-PR O B-PR I-PR O 
"During his admission , his am fasting glucose levels were intermittently elevated and his HbA1C was greater than 7 . ",O O O O B-TE I-TE I-TE I-TE I-TE O B-PR I-PR O B-TE I-TE O O O O O 
"I have explained to him that he may have developed some glucose intolerance and that , in the first instance , he should see his Primary Care Physician and attempt dietary control . ",O O O O O O O O O O B-PR I-PR I-PR O O O O O O O O O O O O O O O O O B-TR I-TR O 
On the day prior to discharge he noticed a small area of erythema surrounding his R antecubital venous access site . ,O O O O O O O O O O O O B-PR O B-TR I-TR I-TR I-TR I-TR I-TR O 
This will be treated empirically with a 10 day course of Keflex . ,O O O O O O O O O O O B-TR O 
I have instructed him to see his PCP if it does not improve in a few days or if he develops fevers . ,O O O O O O O O O O O O O O O O O O O O O B-PR O 
"In terms of his amiodarone , he will be discharged on 400mg po bid for a further 7 days followed by 400mg qd thereafter . ",O O O B-TR I-TR O O O O O O O O O O O O O O O O O O O O 
He will followup with Dr. Levels in device clinic in 4 weeks . ,O O O O O O O O O O O O O 
I have advised him that he must not drive until he is seena gain in clinic and his device interrogated . ,O O O O O O O O O O O O O O O O O B-TR I-TR O O 
ADDITIONAL COMMENTS : ,O O O 
DISCHARGE CONDITION : ,O O O 
Stable ,O 
TO DO / PLAN : ,O O O O O 
No dictated summary ,O O O 
ENTERED BY : ,O O O 
"STENVERS , IMARL , M.D. ( AW45 ) 01/07/04 02:14 PM ",O O O O O O O O O O O 
****** END OF DISCHARGE ORDERS ****** ,O O O O O O 
?Admission Date :,O O O 
2015-10-10,O 
Discharge Date :,O O O 
2015-10-21,O 
Date of Birth :,O O O O 
1953-07-19,O 
Sex :,O O 
M,O 
Service :,O O 
CMED CSRU,O O 
Allergies :,O O 
Coumadin,B-TR 
"Attending : James I Schultz, M.D.",O O O O O O 
Chief Complaint :,O O O 
"fever , left lower extremity redness , dysuria , inability to urinate",B-PR O B-PR I-PR I-PR I-PR O B-PR O B-PR I-PR I-PR 
Major Surgical or Invasive Procedure :,O O O O O O 
Transesophageal Echocardiogram,B-TE I-TE 
History of Present Illness :,O O O O O 
"62 year-old status-post gastric bypass and laprascopic cholecystectomy 7 weeks prior to admission who presented with fever , chills , and left lower extemity redness .",O O O B-TR I-TR O B-TR I-TR O O O O O O O O B-PR O B-PR O O B-PR I-PR I-PR I-PR O 
The patient has a history of multiple hospitalizations for lower extremity cellulitis and noted that his symptoms and the appearance of his left leg mirrored previous episodes .,O O O O O O O O O B-PR I-PR I-PR O O O B-PR I-PR O O O O O O O O B-PR I-PR O 
He denied recent trauma to the area or travel .,O O B-PR I-PR I-PR I-PR I-PR O O O 
Review of systems was significant only for painful urination over the past few days and a reduction in urine output .,B-TE I-TE I-TE O O O O B-PR I-PR O O O O O O B-PR I-PR I-PR I-PR I-PR O 
"He denied chest pain , shortness of breath , palpitations , abdominal pain , N/V , penile discharge .",O O B-PR I-PR O B-PR I-PR I-PR O B-PR O B-PR I-PR O B-PR O B-PR I-PR O 
